PAYMENT_ID,ORDER_ID,PAYMENT_DATE,PAYMENT_MODE,PAYMENT_STATUS,AMOUNT
78,73,2025-06-22,CARD,PENDING,652.90
79,74,2023-01-24,CARD,PENDING,2661.82
80,75,2023-08-12,CARD,SUCCESS,1011.70
81,76,2023-03-06,APPLE_PAY,REFUNDED,176.52
82,77,2024-03-07,CARD,SUCCESS,389.61
83,78,2025-04-18,CARD,SUCCESS,1035.10
84,79,2023-04-13,PAYPAL,SUCCESS,730.23
85,80,2025-08-06,CARD,FAILED,1098.25
86,80,2025-08-06,CARD,SUCCESS,1098.25
87,81,2023-10-24,CARD,SUCCESS,213.12
88,82,2024-10-20,CARD,SUCCESS,4027.46
89,83,2023-07-28,CARD,SUCCESS,1634.04
90,84,2024-03-28,CARD,FAILED,161.04
91,85,2025-08-21,PAYPAL,SUCCESS,1255.99
92,86,2024-07-31,CARD,REFUNDED,55.27
93,87,2023-07-30,CARD,SUCCESS,3649.58
94,88,2025-12-15,ACH,SUCCESS,627.06
95,89,2024-08-16,CARD,SUCCESS,768.65
96,90,2025-01-29,CARD,SUCCESS,924.09
97,91,2023-01-12,CARD,SUCCESS,1021.82
98,92,2024-05-22,PAYPAL,SUCCESS,1339.23
99,93,2025-09-20,CARD,REFUNDED,783.82
100,93,2025-09-28,CARD,REFUNDED,783.82
101,94,2024-10-21,ACH,REFUNDED,212.77
102,94,2024-11-01,ACH,REFUNDED,212.77
103,95,2023-03-10,CARD,PENDING,1052.61
104,96,2023-08-22,ACH,SUCCESS,351.45
105,97,2023-04-12,CARD,SUCCESS,2797.74
106,98,2024-07-08,CARD,SUCCESS,1558.70
107,99,2025-07-25,CARD,SUCCESS,923.58
108,100,2023-07-19,CARD,SUCCESS,3986.09
109,101,2024-08-16,CARD,FAILED,327.17
110,102,2025-03-19,CARD,REFUNDED,2986.20
111,103,2024-11-21,CARD,SUCCESS,5468.14
112,104,2023-11-10,CARD,SUCCESS,4141.23
113,105,2024-02-28,CARD,SUCCESS,2163.84
114,106,2023-06-14,PAYPAL,REFUNDED,216.71
115,106,2023-06-29,PAYPAL,REFUNDED,216.71
116,107,2023-07-18,CARD,SUCCESS,3970.84
117,108,2025-02-04,CARD,FAILED,1910.86
118,109,2023-01-31,ACH,SUCCESS,1348.97
119,110,2024-04-17,CARD,SUCCESS,1299.75
120,111,2023-06-26,CARD,REFUNDED,555.99
121,111,2023-07-20,CARD,REFUNDED,122.33
122,112,2025-01-19,CARD,SUCCESS,1479.81
123,113,2025-08-25,CARD,PENDING,232.52
124,114,2024-11-16,CARD,SUCCESS,2360.15
125,115,2025-09-18,CARD,SUCCESS,1153.56
126,116,2025-07-06,CARD,SUCCESS,2990.34
127,117,2025-02-01,CARD,FAILED,1210.71
128,118,2025-05-25,CARD,SUCCESS,1658.41
129,119,2025-01-06,CARD,SUCCESS,1128.32
130,120,2025-08-04,CARD,SUCCESS,1349.96
131,121,2023-02-08,CARD,SUCCESS,378.33
132,122,2023-06-14,CARD,SUCCESS,4046.81
133,123,2025-09-18,CARD,SUCCESS,2246.64
134,124,2024-05-21,ACH,SUCCESS,954.65
135,125,2023-01-18,CARD,REFUNDED,308.62
136,125,2023-02-10,CARD,REFUNDED,226.20
137,126,2023-08-28,CARD,PENDING,616.17
138,127,2024-03-18,CARD,FAILED,210.40
139,128,2023-06-12,PAYPAL,FAILED,4244.05
140,129,2024-02-02,ACH,SUCCESS,1115.23
141,130,2024-10-05,CARD,SUCCESS,128.79
142,131,2023-10-19,CARD,SUCCESS,330.06
143,132,2023-06-11,CARD,SUCCESS,2424.89
144,133,2024-07-02,CARD,SUCCESS,1743.27
145,134,2025-03-04,CARD,SUCCESS,1717.20
146,135,2023-04-24,CARD,REFUNDED,1278.10
147,135,2023-04-30,CARD,REFUNDED,296.65
148,136,2023-07-23,CARD,SUCCESS,3729.23
149,137,2024-06-04,CARD,SUCCESS,275.07
150,138,2023-02-11,PAYPAL,SUCCESS,190.36
151,139,2023-02-07,PAYPAL,SUCCESS,344.74
152,140,2024-08-24,CARD,PENDING,2270.14
153,141,2024-06-09,PAYPAL,SUCCESS,342.51
154,142,2025-11-06,CARD,SUCCESS,993.14
155,143,2024-03-01,ACH,SUCCESS,481.44
156,144,2023-09-27,CARD,FAILED,313.28
157,145,2024-07-28,CARD,SUCCESS,1512.10
158,146,2024-03-09,PAYPAL,SUCCESS,3722.86
159,147,2024-04-06,CARD,SUCCESS,89.50
160,148,2025-06-21,CARD,SUCCESS,88.78
161,149,2024-05-05,CARD,SUCCESS,1064.73
162,150,2023-06-29,CARD,SUCCESS,1137.99
163,151,2024-05-13,CARD,SUCCESS,1367.10
164,152,2025-03-29,CARD,PENDING,1001.70
165,153,2024-12-27,CARD,PENDING,1084.84
166,154,2024-11-11,CARD,SUCCESS,561.05
167,155,2024-10-30,GOOGLE_PAY,SUCCESS,7.62
168,156,2023-09-01,CARD,PENDING,952.16
169,157,2024-12-18,CARD,SUCCESS,1321.60
170,158,2023-09-24,CARD,SUCCESS,135.54
171,159,2023-05-10,CARD,PENDING,1371.28
172,160,2025-08-17,CARD,SUCCESS,164.81
173,160,2025-08-26,CARD,REFUNDED,164.81
174,161,2024-04-08,CARD,PENDING,13573.45
175,162,2025-12-13,ACH,SUCCESS,2580.17
176,163,2023-10-01,CARD,PENDING,895.46
177,164,2025-11-28,CARD,SUCCESS,3435.68
178,165,2024-02-18,CARD,SUCCESS,2689.77
179,166,2024-01-08,CARD,REFUNDED,5059.38
180,166,2024-01-28,CARD,REFUNDED,5059.38
181,167,2025-05-20,PAYPAL,SUCCESS,1662.42
182,168,2024-06-19,CARD,SUCCESS,6687.04
183,169,2025-11-20,CARD,PENDING,872.41
184,170,2025-04-11,CARD,FAILED,881.13
185,171,2024-06-20,CARD,SUCCESS,403.03
186,172,2025-02-27,CARD,SUCCESS,246.44
187,173,2025-01-14,CARD,SUCCESS,987.76
188,174,2025-12-24,CARD,REFUNDED,2932.74
189,174,2026-01-05,CARD,REFUNDED,2932.74
190,175,2024-09-06,CARD,SUCCESS,68.63
191,176,2024-11-08,PAYPAL,PENDING,774.13
192,177,2023-08-15,PAYPAL,SUCCESS,2648.03
193,178,2025-03-31,CARD,PENDING,930.48
194,179,2024-03-15,ACH,SUCCESS,1087.65
195,180,2023-02-08,CARD,SUCCESS,1396.85
196,181,2024-02-21,CARD,SUCCESS,2660.38
197,182,2025-04-17,CARD,SUCCESS,400.80
198,183,2024-01-27,CARD,SUCCESS,3141.29
199,184,2025-07-15,CARD,PENDING,411.65
200,185,2024-03-14,CARD,SUCCESS,1899.44
201,186,2023-02-19,CARD,PENDING,69.83
202,187,2025-01-07,CARD,PENDING,450.62
203,187,2025-01-07,CARD,SUCCESS,450.62
204,188,2025-11-25,CARD,SUCCESS,1400.35
205,189,2023-11-22,APPLE_PAY,SUCCESS,903.03
206,190,2024-08-19,CARD,REFUNDED,351.42
207,191,2023-12-03,GOOGLE_PAY,SUCCESS,1280.73
208,192,2023-05-11,CARD,SUCCESS,1481.08
209,193,2025-06-14,CARD,SUCCESS,2413.19
210,194,2025-08-20,PAYPAL,SUCCESS,197.41
211,195,2025-11-18,ACH,SUCCESS,156.09
212,196,2025-07-23,CARD,FAILED,662.92
213,197,2023-04-02,CARD,SUCCESS,2134.41
214,198,2025-03-18,CARD,SUCCESS,577.18
215,199,2024-08-22,CARD,SUCCESS,6471.92
216,200,2025-04-24,CARD,REFUNDED,119.75
217,201,2025-11-30,CARD,REFUNDED,74.09
218,201,2025-12-25,CARD,REFUNDED,74.09
219,202,2024-12-31,CARD,REFUNDED,1938.56
220,203,2025-03-07,CARD,REFUNDED,1502.12
221,204,2023-03-13,CARD,FAILED,3163.28
222,205,2023-11-30,CARD,SUCCESS,157.44
223,206,2024-07-31,CARD,SUCCESS,1460.65
224,207,2024-03-15,CARD,SUCCESS,2991.34
225,208,2024-05-25,PAYPAL,SUCCESS,3170.01
226,209,2023-05-25,CARD,SUCCESS,952.84
227,210,2024-06-13,CARD,SUCCESS,1134.51
228,211,2023-02-11,CARD,SUCCESS,1570.23
229,212,2025-01-08,PAYPAL,SUCCESS,35.10
230,213,2023-02-20,PAYPAL,PENDING,2840.30
231,214,2025-10-28,PAYPAL,SUCCESS,1083.63
232,215,2025-09-27,CARD,SUCCESS,716.72
233,215,2025-10-05,CARD,REFUNDED,716.72
234,216,2023-05-13,CARD,SUCCESS,201.04
235,217,2023-05-18,GOOGLE_PAY,SUCCESS,24.37
236,218,2025-01-15,CARD,PENDING,1977.26
237,219,2024-11-28,ACH,SUCCESS,2219.28
238,220,2023-02-19,CARD,SUCCESS,156.91
239,221,2025-03-22,CARD,FAILED,2570.36
240,222,2025-03-08,CARD,SUCCESS,61.72
241,223,2023-02-15,CARD,FAILED,2282.36
242,224,2025-07-19,CARD,SUCCESS,235.47
243,225,2024-03-18,CARD,SUCCESS,50.52
244,226,2024-01-05,PAYPAL,SUCCESS,1661.70
245,227,2023-05-07,CARD,PENDING,127.34
246,227,2023-05-07,CARD,SUCCESS,127.34
247,228,2025-08-19,CARD,FAILED,7.21
248,229,2025-10-26,ACH,SUCCESS,5.33
249,230,2025-02-28,PAYPAL,SUCCESS,1108.16
250,231,2025-05-29,CARD,REFUNDED,1304.04
251,231,2025-06-23,CARD,REFUNDED,1304.04
252,232,2025-03-19,CARD,SUCCESS,544.89
253,233,2024-05-06,GOOGLE_PAY,PENDING,4977.27
254,234,2025-03-13,CARD,SUCCESS,19513.33
255,235,2024-01-08,CARD,SUCCESS,707.30
256,236,2024-07-12,CARD,SUCCESS,466.95
257,237,2025-10-23,CARD,SUCCESS,701.92
258,238,2023-06-04,APPLE_PAY,SUCCESS,480.51
259,239,2025-10-17,CARD,SUCCESS,664.01
260,240,2024-05-17,CARD,FAILED,1014.60
261,241,2023-08-29,APPLE_PAY,SUCCESS,2756.94
262,242,2025-09-27,CARD,PENDING,370.32
263,243,2023-08-31,CARD,FAILED,196.49
264,244,2023-05-15,CARD,SUCCESS,765.76
265,245,2025-02-15,CARD,PENDING,319.11
266,246,2024-05-11,CARD,SUCCESS,3741.80
267,247,2025-03-02,CARD,SUCCESS,803.20
268,248,2023-01-04,CARD,SUCCESS,557.44
269,249,2024-07-09,CARD,PENDING,1041.20
270,250,2025-09-20,CARD,REFUNDED,2474.94
271,251,2025-05-27,PAYPAL,SUCCESS,382.82
272,252,2025-05-07,CARD,REFUNDED,515.31
273,252,2025-05-17,CARD,REFUNDED,52.82
274,253,2025-11-08,GOOGLE_PAY,PENDING,524.86
275,254,2024-05-04,CARD,SUCCESS,1475.70
276,255,2024-11-04,ACH,SUCCESS,4629.81
277,256,2023-05-12,CARD,REFUNDED,705.34
278,257,2024-10-15,CARD,SUCCESS,803.64
279,258,2025-09-04,CARD,SUCCESS,1477.56
280,259,2024-12-21,CARD,FAILED,737.63
281,260,2023-02-12,CARD,REFUNDED,3021.88
282,260,2023-03-06,CARD,REFUNDED,3021.88
283,261,2023-04-14,PAYPAL,SUCCESS,3121.37
284,262,2025-07-17,PAYPAL,SUCCESS,3267.52
285,263,2024-08-17,CARD,REFUNDED,152.91
286,264,2025-05-02,GOOGLE_PAY,SUCCESS,25.25
287,265,2025-06-22,CARD,SUCCESS,993.66
288,266,2023-03-19,CARD,PENDING,669.23
289,267,2025-11-18,CARD,SUCCESS,1544.58
290,268,2024-09-20,ACH,PENDING,23.52
291,269,2025-11-25,PAYPAL,FAILED,420.66
292,270,2024-08-13,CARD,SUCCESS,721.36
293,271,2025-07-16,CARD,SUCCESS,2177.70
294,272,2024-08-20,CARD,SUCCESS,2579.62
295,273,2023-11-11,CARD,SUCCESS,2075.64
296,274,2025-05-04,CARD,SUCCESS,1126.23
297,275,2024-05-30,ACH,SUCCESS,939.57
298,276,2024-12-08,ACH,REFUNDED,2625.41
299,276,2024-12-15,ACH,REFUNDED,2625.41
300,277,2025-09-09,CARD,SUCCESS,3040.87
301,278,2024-09-14,ACH,SUCCESS,418.91
302,279,2024-02-08,CARD,SUCCESS,1007.37
303,280,2023-12-30,CARD,SUCCESS,597.81
304,281,2023-02-23,CARD,FAILED,30.24
305,282,2025-02-12,CARD,SUCCESS,422.92
306,283,2023-01-11,CARD,REFUNDED,3871.14
307,284,2025-10-09,ACH,SUCCESS,195.50
308,285,2025-08-09,PAYPAL,SUCCESS,1736.10
309,286,2023-09-26,GOOGLE_PAY,SUCCESS,2994.84
310,287,2025-04-21,CARD,SUCCESS,49.43
311,288,2024-02-16,CARD,SUCCESS,2060.20
312,289,2024-12-23,PAYPAL,FAILED,113.97
313,290,2025-05-12,CARD,SUCCESS,3597.98
314,291,2024-02-24,CARD,SUCCESS,944.57
315,291,2024-02-27,CARD,REFUNDED,944.57
316,292,2024-01-05,APPLE_PAY,SUCCESS,899.16
317,293,2024-12-17,APPLE_PAY,PENDING,1245.93
318,294,2025-03-01,ACH,PENDING,94.51
319,295,2023-09-19,APPLE_PAY,SUCCESS,576.64
320,296,2024-02-01,CARD,PENDING,639.53
321,297,2024-12-23,CARD,SUCCESS,5489.29
322,298,2023-08-11,PAYPAL,SUCCESS,534.86
323,299,2025-11-27,GOOGLE_PAY,SUCCESS,2535.47
324,300,2024-05-09,CARD,SUCCESS,3794.17
325,301,2023-02-27,CARD,FAILED,1497.15
326,302,2025-12-07,CARD,REFUNDED,2283.28
327,302,2025-12-12,CARD,REFUNDED,2283.28
328,303,2023-02-06,ACH,PENDING,762.32
329,304,2024-10-30,CARD,SUCCESS,499.89
330,305,2025-01-26,CARD,FAILED,720.79
331,306,2025-04-13,CARD,PENDING,61.50
332,307,2023-03-31,CARD,SUCCESS,3263.59
333,308,2025-05-18,CARD,SUCCESS,1049.06
334,309,2024-02-05,CARD,SUCCESS,9520.01
335,310,2024-09-08,CARD,PENDING,362.88
336,311,2025-01-28,CARD,PENDING,669.10
337,312,2024-09-08,CARD,SUCCESS,1495.69
338,313,2023-02-27,CARD,SUCCESS,1469.88
339,314,2025-07-31,CARD,SUCCESS,5199.29
340,315,2023-07-04,CARD,SUCCESS,121.62
341,316,2025-10-18,ACH,SUCCESS,92.05
342,317,2023-09-20,PAYPAL,REFUNDED,72.82
343,317,2023-10-01,PAYPAL,REFUNDED,72.82
344,318,2024-12-22,CARD,SUCCESS,1846.03
345,319,2025-09-10,CARD,REFUNDED,1473.44
346,320,2023-07-30,PAYPAL,SUCCESS,610.97
347,321,2025-07-08,ACH,PENDING,1424.03
348,322,2024-06-19,CARD,SUCCESS,647.27
349,323,2025-07-28,CARD,SUCCESS,1118.68
350,324,2025-08-17,CARD,SUCCESS,12307.05
351,325,2025-07-24,PAYPAL,SUCCESS,2015.20
352,326,2023-08-10,APPLE_PAY,SUCCESS,1209.99
353,327,2023-03-28,CARD,PENDING,2777.42
354,328,2024-04-12,CARD,SUCCESS,5547.95
355,329,2024-08-16,CARD,SUCCESS,3107.14
356,330,2024-04-11,CARD,SUCCESS,157.96
357,331,2025-12-28,PAYPAL,SUCCESS,1262.70
358,332,2025-04-01,CARD,SUCCESS,922.80
359,333,2024-05-12,CARD,SUCCESS,501.38
360,334,2024-11-10,CARD,SUCCESS,2274.26
361,335,2025-07-06,CARD,SUCCESS,1356.18
362,336,2023-11-08,CARD,SUCCESS,126.38
363,337,2025-04-29,CARD,PENDING,4188.13
364,338,2023-12-02,CARD,REFUNDED,29.34
365,339,2024-04-20,ACH,FAILED,83.76
366,340,2025-01-08,PAYPAL,SUCCESS,586.44
367,341,2024-06-06,APPLE_PAY,SUCCESS,355.03
368,342,2023-09-28,CARD,SUCCESS,3504.00
369,343,2024-04-03,CARD,SUCCESS,1513.19
370,344,2025-07-31,CARD,PENDING,374.40
371,344,2025-07-31,CARD,SUCCESS,374.40
372,345,2025-09-05,CARD,SUCCESS,1233.62
373,346,2025-08-16,CARD,SUCCESS,686.91
374,347,2024-04-22,CARD,SUCCESS,784.34
375,348,2025-04-06,CARD,SUCCESS,4756.67
376,349,2023-12-08,CARD,PENDING,779.58
377,350,2023-10-04,PAYPAL,PENDING,813.90
378,351,2024-03-03,ACH,SUCCESS,3626.59
379,352,2023-08-06,CARD,SUCCESS,820.52
380,353,2025-05-31,CARD,SUCCESS,5755.83
381,354,2023-06-14,PAYPAL,SUCCESS,521.87
382,355,2025-01-29,CARD,SUCCESS,2777.61
383,356,2024-03-29,CARD,PENDING,6.23
384,357,2025-03-04,CARD,SUCCESS,229.08
385,358,2025-04-21,CARD,PENDING,191.29
386,359,2025-05-30,ACH,SUCCESS,161.34
387,360,2023-04-24,ACH,SUCCESS,2294.12
388,361,2023-05-03,CARD,SUCCESS,1118.68
389,362,2024-06-09,CARD,SUCCESS,3805.20
390,363,2024-01-31,CARD,SUCCESS,492.91
391,364,2025-02-19,APPLE_PAY,SUCCESS,1668.77
392,365,2025-10-24,CARD,SUCCESS,1501.47
393,366,2023-04-11,CARD,SUCCESS,302.63
394,367,2023-06-26,CARD,SUCCESS,810.28
395,368,2024-01-09,GOOGLE_PAY,SUCCESS,1790.09
396,369,2023-05-24,CARD,SUCCESS,21.12
397,370,2024-01-02,CARD,SUCCESS,2653.78
398,371,2023-01-14,CARD,REFUNDED,2066.98
399,372,2023-07-14,CARD,SUCCESS,454.53
400,373,2025-02-21,CARD,SUCCESS,4543.99
401,374,2023-01-17,CARD,PENDING,1976.18
402,375,2023-12-16,CARD,SUCCESS,1509.06
403,376,2024-10-17,CARD,SUCCESS,145.88
404,377,2023-03-07,CARD,PENDING,1271.72
405,378,2025-12-24,APPLE_PAY,PENDING,796.99
406,378,2025-12-24,APPLE_PAY,SUCCESS,796.99
407,379,2024-06-18,CARD,REFUNDED,1203.09
408,380,2023-10-13,CARD,SUCCESS,34.80
409,381,2023-11-14,CARD,SUCCESS,181.48
410,382,2025-06-06,CARD,PENDING,81.29
411,383,2023-09-30,CARD,PENDING,643.85
412,384,2023-09-29,CARD,SUCCESS,2176.09
413,385,2025-09-09,CARD,FAILED,2215.68
414,386,2023-11-06,CARD,SUCCESS,212.36
415,387,2023-09-06,CARD,SUCCESS,1390.81
416,388,2024-02-05,CARD,SUCCESS,3099.70
417,389,2023-05-01,CARD,SUCCESS,73.73
418,390,2025-11-02,ACH,SUCCESS,1034.92
419,391,2024-04-06,CARD,SUCCESS,1187.25
420,392,2024-05-10,ACH,SUCCESS,202.98
421,393,2025-03-30,CARD,SUCCESS,226.80
422,394,2023-08-28,CARD,SUCCESS,2214.83
423,395,2025-11-14,CARD,SUCCESS,551.32
424,396,2024-12-12,ACH,SUCCESS,1164.36
425,397,2024-06-06,CARD,SUCCESS,1255.64
426,398,2025-11-09,CARD,SUCCESS,1952.61
427,399,2024-02-21,CARD,SUCCESS,11185.00
428,400,2023-02-03,CARD,SUCCESS,26.16
429,401,2025-05-08,CARD,SUCCESS,738.84
430,402,2024-05-13,PAYPAL,PENDING,3722.80
431,403,2023-12-08,PAYPAL,SUCCESS,144.00
432,404,2025-07-15,CARD,SUCCESS,1283.90
433,405,2024-05-25,CARD,SUCCESS,419.96
434,406,2025-03-29,ACH,SUCCESS,1588.72
435,407,2024-08-31,CARD,SUCCESS,3815.48
436,408,2024-12-21,PAYPAL,SUCCESS,492.94
437,409,2023-03-25,APPLE_PAY,SUCCESS,15442.70
438,410,2025-03-27,CARD,PENDING,1785.83
439,411,2023-10-16,CARD,SUCCESS,2995.69
440,412,2024-02-20,CARD,SUCCESS,1598.72
441,413,2024-01-19,APPLE_PAY,PENDING,736.44
442,414,2025-06-05,CARD,SUCCESS,763.01
443,415,2023-09-18,CARD,SUCCESS,434.69
444,416,2023-05-25,CARD,SUCCESS,4589.81
445,417,2025-07-24,CARD,SUCCESS,165.97
446,418,2025-07-29,CARD,PENDING,794.81
447,419,2023-04-21,CARD,SUCCESS,720.84
448,420,2023-06-21,CARD,PENDING,3668.52
449,421,2025-03-15,CARD,SUCCESS,182.20
450,422,2024-10-28,PAYPAL,SUCCESS,1199.04
451,423,2024-06-23,CARD,SUCCESS,2814.26
452,424,2025-07-20,CARD,SUCCESS,1092.63
453,425,2023-07-10,CARD,REFUNDED,1963.21
454,425,2023-07-14,CARD,REFUNDED,1963.21
455,426,2025-10-20,CARD,SUCCESS,264.10
456,427,2025-05-03,CARD,SUCCESS,2962.64
457,428,2024-10-18,APPLE_PAY,SUCCESS,2115.35
458,429,2025-12-01,CARD,REFUNDED,650.02
459,429,2025-12-08,CARD,REFUNDED,650.02
460,430,2025-03-28,CARD,SUCCESS,2252.58
461,431,2023-10-07,PAYPAL,SUCCESS,995.00
462,432,2024-08-17,ACH,SUCCESS,82.49
463,433,2025-05-18,GOOGLE_PAY,SUCCESS,1464.54
464,434,2023-12-13,CARD,SUCCESS,2762.45
465,435,2025-02-25,CARD,SUCCESS,1501.25
466,436,2025-07-13,PAYPAL,SUCCESS,4047.70
467,437,2024-12-09,PAYPAL,PENDING,110.64
468,438,2024-09-20,PAYPAL,SUCCESS,9867.07
469,439,2025-12-19,ACH,SUCCESS,742.91
470,440,2025-10-08,PAYPAL,SUCCESS,2925.84
471,441,2023-02-26,CARD,SUCCESS,1186.60
472,442,2024-02-15,PAYPAL,SUCCESS,1538.82
473,443,2025-06-18,CARD,SUCCESS,2086.20
474,444,2024-07-10,CARD,SUCCESS,355.01
475,445,2023-12-18,CARD,SUCCESS,1045.00
476,446,2025-02-13,CARD,SUCCESS,2906.71
477,447,2025-01-11,CARD,SUCCESS,2841.13
478,448,2025-01-20,CARD,SUCCESS,425.81
479,449,2024-05-19,CARD,REFUNDED,2696.74
480,450,2023-08-25,CARD,SUCCESS,34.53
481,451,2024-04-10,PAYPAL,SUCCESS,1274.56
482,452,2024-10-28,CARD,SUCCESS,417.51
483,453,2023-05-10,CARD,SUCCESS,650.36
484,454,2024-02-22,CARD,PENDING,359.30
485,455,2023-09-19,CARD,FAILED,580.80
486,456,2023-05-16,CARD,SUCCESS,1368.61
487,457,2024-06-02,CARD,SUCCESS,754.65
488,458,2025-06-12,CARD,REFUNDED,768.14
489,458,2025-06-16,CARD,REFUNDED,768.14
490,459,2023-03-05,CARD,SUCCESS,5978.02
491,460,2025-08-13,CARD,SUCCESS,1794.41
492,461,2024-04-03,PAYPAL,SUCCESS,969.19
493,462,2025-10-03,CARD,FAILED,560.92
494,463,2025-06-29,CARD,SUCCESS,182.32
495,464,2025-10-19,CARD,PENDING,677.53
496,465,2025-04-08,CARD,SUCCESS,904.33
497,466,2023-01-06,PAYPAL,SUCCESS,809.10
498,467,2023-10-17,CARD,SUCCESS,3377.40
499,468,2025-01-23,CARD,PENDING,4182.66
500,469,2023-11-11,CARD,SUCCESS,1753.26
501,470,2023-10-16,CARD,REFUNDED,2073.28
502,470,2023-10-29,CARD,REFUNDED,2073.28
503,471,2023-08-15,CARD,SUCCESS,363.93
504,472,2025-02-13,CARD,PENDING,386.00
505,473,2025-11-10,CARD,SUCCESS,288.26
506,474,2025-03-27,CARD,SUCCESS,1217.21
507,475,2024-01-15,CARD,PENDING,941.78
508,476,2023-03-03,CARD,SUCCESS,2086.29
509,477,2024-05-12,CARD,SUCCESS,5545.64
510,478,2024-01-12,CARD,SUCCESS,774.89
511,479,2023-10-22,CARD,SUCCESS,2252.80
512,480,2023-09-19,CARD,SUCCESS,3089.73
513,481,2024-09-30,CARD,PENDING,12.06
514,482,2024-06-14,CARD,SUCCESS,2070.55
515,483,2025-11-16,CARD,REFUNDED,820.75
516,484,2025-10-27,CARD,REFUNDED,2816.54
517,484,2025-11-01,CARD,REFUNDED,2816.54
518,485,2025-10-12,CARD,SUCCESS,2996.04
