ORDER_ID,CUSTOMER_ID,ORDER_DATE,ORDER_STATUS,TOTAL_AMOUNT
71,70665,08-05-2023,SHIPPED,383.71
72,40011,05-01-2024,RETURNED,182.61
73,16898,21-06-2025,PENDING,652.9
74,98703,24-01-2023,PENDING,2661.82
75,72326,12-08-2023,DELIVERED,1011.7
76,94479,04-03-2023,CANCELLED,176.52
77,52313,07-03-2024,SHIPPED,389.61
78,77055,16-04-2025,SHIPPED,1035.1
79,73583,13-04-2023,PROCESSING,730.23
80,46841,04-08-2025,PENDING,1098.25
81,54540,22-10-2023,SHIPPED,213.12
82,95301,18-10-2024,DELIVERED,4027.46
83,47795,26-07-2023,PROCESSING,1634.04
84,28193,27-03-2024,PROCESSING,161.04
85,9739,19-08-2025,DELIVERED,1255.99
86,37781,31-07-2024,CANCELLED,55.27
87,13251,28-07-2023,DELIVERED,3649.58
88,22850,14-12-2025,DELIVERED,627.06
89,79291,15-08-2024,DELIVERED,768.65
90,74118,28-01-2025,DELIVERED,924.09
91,56965,12-01-2023,PROCESSING,1021.82
92,72405,20-05-2024,PROCESSING,1339.23
93,8712,20-09-2025,RETURNED,783.82
94,57238,19-10-2024,RETURNED,212.77
95,54615,10-03-2023,SHIPPED,1052.61
96,78957,22-08-2023,SHIPPED,351.45
97,64869,10-04-2023,PROCESSING,2797.74
98,16974,08-07-2024,SHIPPED,1558.7
99,25951,23-07-2025,RETURNED,923.58
100,88930,19-07-2023,DELIVERED,3986.09
101,57920,14-08-2024,CANCELLED,327.17
102,84962,18-03-2025,RETURNED,2986.2
103,46739,20-11-2024,DELIVERED,5468.14
104,90705,09-11-2023,PROCESSING,4141.23
105,25904,27-02-2024,PROCESSING,2163.84
106,55493,14-06-2023,RETURNED,216.71
107,67882,16-07-2023,DELIVERED,3970.84
108,28733,04-02-2025,CANCELLED,1910.86
109,81607,31-01-2023,DELIVERED,1348.97
110,57885,15-04-2024,DELIVERED,1299.75
111,46251,26-06-2023,RETURNED,555.99
112,67112,19-01-2025,DELIVERED,1479.81
113,98019,23-08-2025,DELIVERED,232.52
114,2820,16-11-2024,PROCESSING,2360.15
115,84732,16-09-2025,PROCESSING,1153.56
116,95437,06-07-2025,DELIVERED,2990.34
117,56037,31-01-2025,CANCELLED,1210.71
118,13511,25-05-2025,DELIVERED,1658.41
119,93813,05-01-2025,DELIVERED,1128.32
120,52224,02-08-2025,PROCESSING,1349.96
121,57337,07-02-2023,PROCESSING,378.33
122,94804,12-06-2023,SHIPPED,4046.81
123,41041,17-09-2025,DELIVERED,2246.64
124,8408,20-05-2024,DELIVERED,954.65
125,22941,17-01-2023,RETURNED,308.62
126,21119,28-08-2023,PROCESSING,616.17
127,3634,18-03-2024,CANCELLED,210.4
128,60339,12-06-2023,PENDING,4244.05
129,73107,01-02-2024,SHIPPED,1115.23
130,11576,03-10-2024,SHIPPED,128.79
131,10486,18-10-2023,SHIPPED,330.06
132,40256,11-06-2023,DELIVERED,2424.89
133,26098,01-07-2024,PROCESSING,1743.27
134,19350,04-03-2025,DELIVERED,1717.2
135,6481,23-04-2023,RETURNED,1278.1
136,45878,22-07-2023,SHIPPED,3729.23
137,1457,03-06-2024,DELIVERED,275.07
138,66720,11-02-2023,DELIVERED,190.36
139,41212,07-02-2023,DELIVERED,344.74
140,62726,23-08-2024,CANCELLED,2270.14
141,33453,08-06-2024,DELIVERED,342.51
142,6825,04-11-2025,SHIPPED,993.14
143,95242,29-02-2024,DELIVERED,481.44
144,21785,26-09-2023,CANCELLED,313.28
145,50848,27-07-2024,DELIVERED,1512.1
146,50115,07-03-2024,DELIVERED,3722.86
147,21033,06-04-2024,DELIVERED,89.5
148,18798,19-06-2025,PROCESSING,88.78
149,76029,05-05-2024,DELIVERED,1064.73
150,82707,27-06-2023,DELIVERED,1137.99
151,33107,11-05-2024,DELIVERED,1367.1
152,86583,27-03-2025,SHIPPED,1001.7
153,15098,26-12-2024,CANCELLED,1084.84
154,71488,09-11-2024,DELIVERED,561.05
155,61662,28-10-2024,SHIPPED,7.62
156,80436,31-08-2023,DELIVERED,952.16
157,82429,17-12-2024,SHIPPED,1321.6
158,6348,23-09-2023,DELIVERED,135.54
159,49868,08-05-2023,PENDING,1371.28
160,55990,15-08-2025,RETURNED,164.81
161,29230,06-04-2024,DELIVERED,13573.45
162,47049,12-12-2025,DELIVERED,2580.17
163,2516,01-10-2023,PROCESSING,895.46
164,66573,27-11-2025,PROCESSING,3435.68
165,42348,17-02-2024,DELIVERED,2689.77
166,26685,07-01-2024,RETURNED,5059.38
167,80965,20-05-2025,DELIVERED,1662.42
168,78261,17-06-2024,DELIVERED,6687.04
169,41965,19-11-2025,PROCESSING,872.41
170,61846,09-04-2025,CANCELLED,881.13
171,10666,20-06-2024,SHIPPED,403.03
172,41209,26-02-2025,PROCESSING,246.44
173,85086,12-01-2025,SHIPPED,987.76
174,36143,22-12-2025,RETURNED,2932.74
175,81280,06-09-2024,SHIPPED,68.63
176,44659,08-11-2024,PENDING,774.13
177,28596,15-08-2023,DELIVERED,2648.03
178,99951,29-03-2025,SHIPPED,930.48
179,82917,13-03-2024,SHIPPED,1087.65
180,6356,07-02-2023,SHIPPED,1396.85
181,10208,19-02-2024,SHIPPED,2660.38
182,39414,16-04-2025,DELIVERED,400.8
183,45038,27-01-2024,DELIVERED,3141.29
184,50003,14-07-2025,PROCESSING,411.65
185,22629,13-03-2024,DELIVERED,1899.44
186,8884,18-02-2023,PENDING,69.83
187,49623,07-01-2025,DELIVERED,450.62
188,27111,23-11-2025,SHIPPED,1400.35
189,17295,21-11-2023,SHIPPED,903.03
190,58425,19-08-2024,CANCELLED,351.42
191,35825,01-12-2023,SHIPPED,1280.73
192,87465,09-05-2023,DELIVERED,1481.08
193,50520,12-06-2025,SHIPPED,2413.19
194,963,18-08-2025,SHIPPED,197.41
195,95885,18-11-2025,DELIVERED,156.09
196,32757,21-07-2025,CANCELLED,662.92
197,39909,01-04-2023,DELIVERED,2134.41
198,49932,17-03-2025,DELIVERED,577.18
199,58567,21-08-2024,DELIVERED,6471.92
200,47017,23-04-2025,CANCELLED,119.75
201,22524,28-11-2025,RETURNED,74.09
202,61203,29-12-2024,CANCELLED,1938.56
203,91432,05-03-2025,CANCELLED,1502.12
204,72666,12-03-2023,CANCELLED,3163.28
205,6803,30-11-2023,DELIVERED,157.44
206,94088,31-07-2024,PROCESSING,1460.65
207,4154,14-03-2024,DELIVERED,2991.34
208,5614,25-05-2024,DELIVERED,3170.01
209,35703,24-05-2023,DELIVERED,952.84
210,97620,11-06-2024,DELIVERED,1134.51
211,14139,11-02-2023,PROCESSING,1570.23
212,51503,07-01-2025,PENDING,35.1
213,24934,18-02-2023,PENDING,2840.3
214,43245,27-10-2025,PROCESSING,1083.63
215,88665,25-09-2025,RETURNED,716.72
216,62510,12-05-2023,DELIVERED,201.04
217,76246,17-05-2023,SHIPPED,24.37
218,39618,15-01-2025,PENDING,1977.26
219,16497,27-11-2024,DELIVERED,2219.28
220,77077,18-02-2023,SHIPPED,156.91
221,83960,21-03-2025,DELIVERED,2570.36
222,6334,06-03-2025,DELIVERED,61.72
223,2302,14-02-2023,CANCELLED,2282.36
224,8721,18-07-2025,PROCESSING,235.47
225,47252,18-03-2024,PROCESSING,50.52
226,81473,05-01-2024,DELIVERED,1661.7
227,70180,06-05-2023,PENDING,127.34
228,53573,17-08-2025,CANCELLED,7.21
229,23077,26-10-2025,PENDING,5.33
230,16664,28-02-2025,SHIPPED,1108.16
231,49380,29-05-2025,RETURNED,1304.04
232,83189,17-03-2025,PROCESSING,544.89
233,36356,05-05-2024,PENDING,4977.27
234,52187,13-03-2025,PROCESSING,19513.33
235,37653,08-01-2024,SHIPPED,707.3
236,96156,10-07-2024,DELIVERED,466.95
237,85778,22-10-2025,DELIVERED,701.92
238,31368,03-06-2023,SHIPPED,480.51
239,56652,16-10-2025,SHIPPED,664.01
240,11194,15-05-2024,CANCELLED,1014.6
241,24435,28-08-2023,SHIPPED,2756.94
242,14348,27-09-2025,PENDING,370.32
243,11993,30-08-2023,PENDING,196.49
244,63002,14-05-2023,PROCESSING,765.76
245,21108,15-02-2025,SHIPPED,319.11
246,56313,11-05-2024,PROCESSING,3741.8
247,11399,28-02-2025,SHIPPED,803.2
248,34914,03-01-2023,DELIVERED,557.44
249,20711,09-07-2024,DELIVERED,1041.2
250,84543,19-09-2025,RETURNED,2474.94
251,35059,26-05-2025,DELIVERED,382.82
252,36754,07-05-2025,RETURNED,515.31
253,88794,07-11-2025,PROCESSING,524.86
254,8221,03-05-2024,DELIVERED,1475.7
255,21904,02-11-2024,PROCESSING,4629.81
256,87817,10-05-2023,RETURNED,705.34
257,32471,15-10-2024,DELIVERED,803.64
258,83278,04-09-2025,PROCESSING,1477.56
259,46638,20-12-2024,PENDING,737.63
260,79558,12-02-2023,RETURNED,3021.88
261,98601,14-04-2023,DELIVERED,3121.37
262,33564,17-07-2025,PROCESSING,3267.52
263,86717,17-08-2024,CANCELLED,152.91
264,97014,02-05-2025,DELIVERED,25.25
265,71688,20-06-2025,DELIVERED,993.66
266,44187,17-03-2023,DELIVERED,669.23
267,31516,17-11-2025,DELIVERED,1544.58
268,58906,18-09-2024,SHIPPED,23.52
269,20079,25-11-2025,CANCELLED,420.66
270,36121,11-08-2024,PROCESSING,721.36
271,13685,15-07-2025,DELIVERED,2177.7
272,46146,18-08-2024,PROCESSING,2579.62
273,81526,11-11-2023,DELIVERED,2075.64
274,88731,03-05-2025,DELIVERED,1126.23
275,39693,28-05-2024,PROCESSING,939.57
276,22146,06-12-2024,RETURNED,2625.41
277,78254,09-09-2025,DELIVERED,3040.87
278,2414,13-09-2024,DELIVERED,418.91
279,37155,08-02-2024,DELIVERED,1007.37
280,7329,30-12-2023,DELIVERED,597.81
281,56370,21-02-2023,CANCELLED,30.24
282,48656,12-02-2025,SHIPPED,422.92
283,12367,11-01-2023,RETURNED,3871.14
284,74396,08-10-2025,SHIPPED,195.5
285,36394,07-08-2025,DELIVERED,1736.1
286,7746,24-09-2023,PROCESSING,2994.84
287,16593,20-04-2025,SHIPPED,49.43
288,25871,16-02-2024,SHIPPED,2060.2
289,59878,22-12-2024,CANCELLED,113.97
290,47325,10-05-2025,PROCESSING,3597.98
291,83589,24-02-2024,RETURNED,944.57
292,26786,03-01-2024,SHIPPED,899.16
293,26917,16-12-2024,PENDING,1245.93
294,92976,01-03-2025,SHIPPED,94.51
295,61754,19-09-2023,PROCESSING,576.64
296,46959,01-02-2024,DELIVERED,639.53
297,76666,23-12-2024,DELIVERED,5489.29
298,58767,09-08-2023,DELIVERED,534.86
299,52649,26-11-2025,DELIVERED,2535.47
300,79923,08-05-2024,DELIVERED,3794.17
301,36807,26-02-2023,CANCELLED,1497.15
302,61719,06-12-2025,RETURNED,2283.28
303,58169,06-02-2023,SHIPPED,762.32
304,63658,30-10-2024,DELIVERED,499.89
305,90111,26-01-2025,DELIVERED,720.79
306,86785,13-04-2025,PENDING,61.5
307,39800,31-03-2023,SHIPPED,3263.59
308,22734,17-05-2025,DELIVERED,1049.06
309,46240,05-02-2024,DELIVERED,9520.01
310,92257,08-09-2024,SHIPPED,362.88
311,8948,26-01-2025,PENDING,669.1
312,33353,07-09-2024,DELIVERED,1495.69
313,6238,27-02-2023,SHIPPED,1469.88
314,67619,31-07-2025,DELIVERED,5199.29
315,15663,02-07-2023,SHIPPED,121.62
316,43231,16-10-2025,DELIVERED,92.05
317,49660,19-09-2023,RETURNED,72.82
318,16503,20-12-2024,PROCESSING,1846.03
319,44754,10-09-2025,CANCELLED,1473.44
320,36981,28-07-2023,DELIVERED,610.97
321,66353,06-07-2025,PENDING,1424.03
322,19201,19-06-2024,DELIVERED,647.27
323,97681,28-07-2025,DELIVERED,1118.68
324,67226,17-08-2025,PROCESSING,12307.05
325,69708,23-07-2025,DELIVERED,2015.2
326,61803,10-08-2023,DELIVERED,1209.99
327,77720,26-03-2023,PENDING,2777.42
328,6080,10-04-2024,DELIVERED,5547.95
329,91642,16-08-2024,PROCESSING,3107.14
330,86395,10-04-2024,SHIPPED,157.96
331,65170,26-12-2025,DELIVERED,1262.7
332,87645,30-03-2025,DELIVERED,922.8
333,90979,12-05-2024,DELIVERED,501.38
334,63992,09-11-2024,SHIPPED,2274.26
335,86245,06-07-2025,SHIPPED,1356.18
336,34568,08-11-2023,DELIVERED,126.38
337,97772,29-04-2025,PENDING,4188.13
338,36867,30-11-2023,CANCELLED,29.34
339,5533,20-04-2024,CANCELLED,83.76
340,23324,06-01-2025,DELIVERED,586.44
341,81619,05-06-2024,PROCESSING,355.03
342,57930,27-09-2023,DELIVERED,3504
343,48152,01-04-2024,SHIPPED,1513.19
344,59793,30-07-2025,SHIPPED,374.4
345,69054,03-09-2025,SHIPPED,1233.62
346,27686,15-08-2025,SHIPPED,686.91
347,18065,21-04-2024,DELIVERED,784.34
348,72199,04-04-2025,SHIPPED,4756.67
349,26551,07-12-2023,DELIVERED,779.58
350,81599,04-10-2023,PENDING,813.9
351,78701,01-03-2024,DELIVERED,3626.59
352,7080,04-08-2023,PROCESSING,820.52
353,50991,31-05-2025,DELIVERED,5755.83
354,52733,13-06-2023,SHIPPED,521.87
355,43626,29-01-2025,DELIVERED,2777.61
356,97411,28-03-2024,SHIPPED,6.23
357,38705,03-03-2025,SHIPPED,229.08
358,74226,20-04-2025,PENDING,191.29
359,98804,30-05-2025,PROCESSING,161.34
360,47559,23-04-2023,DELIVERED,2294.12
361,77149,01-05-2023,DELIVERED,1118.68
362,37083,09-06-2024,DELIVERED,3805.2
363,12653,31-01-2024,SHIPPED,492.91
364,36917,18-02-2025,PROCESSING,1668.77
365,79386,22-10-2025,DELIVERED,1501.47
366,79738,10-04-2023,DELIVERED,302.63
367,4972,25-06-2023,PROCESSING,810.28
368,87286,07-01-2024,PROCESSING,1790.09
369,98258,23-05-2023,DELIVERED,21.12
370,27853,01-01-2024,DELIVERED,2653.78
371,66322,14-01-2023,RETURNED,2066.98
372,108,12-07-2023,SHIPPED,454.53
373,26661,20-02-2025,PROCESSING,4543.99
374,11108,17-01-2023,SHIPPED,1976.18
375,84786,16-12-2023,DELIVERED,1509.06
376,8734,17-10-2024,PROCESSING,145.88
377,36132,06-03-2023,DELIVERED,1271.72
378,58586,23-12-2025,PENDING,796.99
379,42535,16-06-2024,CANCELLED,1203.09
380,62325,11-10-2023,DELIVERED,34.8
381,1117,12-11-2023,DELIVERED,181.48
382,22396,05-06-2025,PENDING,81.29
383,83365,30-09-2023,PENDING,643.85
384,35066,29-09-2023,PROCESSING,2176.09
385,17838,07-09-2025,CANCELLED,2215.68
386,75230,06-11-2023,DELIVERED,212.36
387,20523,04-09-2023,SHIPPED,1390.81
388,77485,05-02-2024,SHIPPED,3099.7
389,75101,29-04-2023,SHIPPED,73.73
390,31775,01-11-2025,SHIPPED,1034.92
391,10598,05-04-2024,DELIVERED,1187.25
392,705,10-05-2024,SHIPPED,202.98
393,34414,29-03-2025,DELIVERED,226.8
394,49838,27-08-2023,DELIVERED,2214.83
395,30183,13-11-2025,SHIPPED,551.32
396,77031,12-12-2024,DELIVERED,1164.36
397,88346,05-06-2024,SHIPPED,1255.64
398,84803,07-11-2025,PENDING,1952.61
399,95665,19-02-2024,DELIVERED,11185
400,30014,02-02-2023,DELIVERED,26.16
401,35696,07-05-2025,SHIPPED,738.84
402,93480,13-05-2024,SHIPPED,3722.8
403,73954,08-12-2023,DELIVERED,144
404,77700,14-07-2025,SHIPPED,1283.9
405,36292,25-05-2024,DELIVERED,419.96
406,38527,29-03-2025,DELIVERED,1588.72
407,8777,31-08-2024,SHIPPED,3815.48
408,58518,21-12-2024,DELIVERED,492.94
409,52031,25-03-2023,PROCESSING,15442.7
410,61,27-03-2025,DELIVERED,1785.83
411,40996,15-10-2023,SHIPPED,2995.69
412,14891,20-02-2024,SHIPPED,1598.72
413,96675,17-01-2024,DELIVERED,736.44
414,22230,03-06-2025,PROCESSING,763.01
415,58224,18-09-2023,DELIVERED,434.69
416,87730,24-05-2023,PROCESSING,4589.81
417,19785,22-07-2025,PENDING,165.97
418,18729,29-07-2025,PROCESSING,794.81
419,32191,20-04-2023,SHIPPED,720.84
420,73784,20-06-2023,DELIVERED,3668.52
421,34880,13-03-2025,PROCESSING,182.2
422,94450,27-10-2024,DELIVERED,1199.04
423,16865,21-06-2024,PROCESSING,2814.26
424,33537,18-07-2025,DELIVERED,1092.63
425,36467,09-07-2023,RETURNED,1963.21
426,25670,19-10-2025,DELIVERED,264.1
427,36179,03-05-2025,SHIPPED,2962.64
428,87978,16-10-2024,DELIVERED,2115.35
429,11045,29-11-2025,RETURNED,650.02
430,86408,28-03-2025,DELIVERED,2252.58
431,23101,06-10-2023,DELIVERED,995
432,69939,17-08-2024,DELIVERED,82.49
433,30611,18-05-2025,DELIVERED,1464.54
434,59555,13-12-2023,PENDING,2762.45
435,49870,25-02-2025,SHIPPED,1501.25
436,48507,11-07-2025,DELIVERED,4047.7
437,54972,09-12-2024,SHIPPED,110.64
438,79329,20-09-2024,SHIPPED,9867.07
439,80122,19-12-2025,DELIVERED,742.91
440,24539,06-10-2025,DELIVERED,2925.84
441,23615,26-02-2023,PROCESSING,1186.6
442,73143,15-02-2024,DELIVERED,1538.82
443,75726,17-06-2025,SHIPPED,2086.2
444,68302,08-07-2024,SHIPPED,355.01
445,79381,16-12-2023,DELIVERED,1045
446,6956,11-02-2025,DELIVERED,2906.71
447,78715,10-01-2025,SHIPPED,2841.13
448,17976,20-01-2025,SHIPPED,425.81
449,42487,18-05-2024,RETURNED,2696.74
450,89026,23-08-2023,DELIVERED,34.53
451,81515,08-04-2024,DELIVERED,1274.56
452,55004,28-10-2024,DELIVERED,417.51
453,37084,08-05-2023,DELIVERED,650.36
454,58480,20-02-2024,PENDING,359.3
455,19309,17-09-2023,SHIPPED,580.8
456,8617,15-05-2023,DELIVERED,1368.61
457,7700,01-06-2024,SHIPPED,754.65
458,22264,11-06-2025,RETURNED,768.14
459,46250,04-03-2023,PROCESSING,5978.02
460,73070,13-08-2025,SHIPPED,1794.41
461,38796,01-04-2024,DELIVERED,969.19
462,14366,01-10-2025,CANCELLED,560.92
463,11661,28-06-2025,SHIPPED,182.32
464,93991,17-10-2025,PENDING,677.53
465,23879,07-04-2025,SHIPPED,904.33
466,18754,05-01-2023,DELIVERED,809.1
467,78095,16-10-2023,PROCESSING,3377.4
468,83702,23-01-2025,DELIVERED,4182.66
469,47547,11-11-2023,DELIVERED,1753.26
470,2274,15-10-2023,RETURNED,2073.28
471,39071,13-08-2023,DELIVERED,363.93
472,55908,13-02-2025,DELIVERED,386
473,61880,10-11-2025,PROCESSING,288.26
474,81115,26-03-2025,SHIPPED,1217.21
475,773,13-01-2024,DELIVERED,941.78
476,84929,03-03-2023,SHIPPED,2086.29
477,3978,12-05-2024,DELIVERED,5545.64
478,46836,12-01-2024,DELIVERED,774.89
479,44383,22-10-2023,PROCESSING,2252.8
480,15919,18-09-2023,DELIVERED,3089.73
481,88631,30-09-2024,PENDING,12.06
482,14920,12-06-2024,DELIVERED,2070.55
483,38222,15-11-2025,RETURNED,820.75
484,58914,25-10-2025,RETURNED,2816.54
485,54736,12-10-2025,SHIPPED,2996.04
486,84833,01-07-2024,DELIVERED,232.24
487,5587,04-09-2023,CANCELLED,25
488,82747,14-03-2025,SHIPPED,2421.82
489,96503,05-05-2025,RETURNED,1501.2
490,967,28-04-2023,CANCELLED,1871.22
491,8656,26-09-2024,DELIVERED,2555.98
492,55161,16-06-2024,DELIVERED,140.9
493,60798,18-02-2023,PROCESSING,445.64
494,82828,19-06-2025,SHIPPED,410.8
495,55496,26-07-2024,PENDING,574.81
496,21519,17-08-2024,SHIPPED,1831.91
497,5759,19-12-2025,SHIPPED,568.29
498,48935,03-01-2023,PENDING,2211.86
499,6265,09-12-2025,SHIPPED,116.84
500,22904,20-03-2023,PROCESSING,2336.2
501,26846,26-08-2025,PROCESSING,2044.53
502,50724,19-07-2025,PENDING,269.49
503,25104,26-01-2024,DELIVERED,552.44
504,15820,31-05-2024,SHIPPED,37.52
505,51716,14-01-2024,SHIPPED,322.68
506,86774,14-05-2023,DELIVERED,95.03
507,75679,14-03-2025,PENDING,2247.36
508,90724,18-02-2025,PENDING,379.18
509,4494,31-08-2025,PROCESSING,2121.15
510,69179,08-04-2023,PROCESSING,31.69
511,5095,16-05-2025,SHIPPED,563.95
512,10159,02-03-2025,DELIVERED,1165.03
513,82937,16-11-2023,PROCESSING,2130.93
514,98962,01-02-2025,SHIPPED,3454.55
515,62153,09-12-2024,CANCELLED,333.64
516,54248,20-02-2023,SHIPPED,390.17
517,94726,23-01-2023,CANCELLED,481.6
518,58370,05-12-2023,RETURNED,783.45
519,22793,17-09-2025,PROCESSING,136.08
520,18157,10-08-2024,RETURNED,223.47
521,8694,03-11-2024,DELIVERED,1263.75
522,98191,18-10-2025,PROCESSING,1097.88
523,93858,01-04-2024,DELIVERED,61.46
524,71310,20-11-2025,SHIPPED,4917.15
525,46910,06-09-2023,PROCESSING,1736.25
526,35339,07-03-2023,SHIPPED,307.39
527,9434,11-10-2024,DELIVERED,5212.19
528,38866,16-08-2025,CANCELLED,449.88
529,56305,28-12-2023,RETURNED,161.45
530,86390,13-09-2025,DELIVERED,16304.99
531,96263,26-04-2024,CANCELLED,10.52
532,1940,26-09-2025,SHIPPED,311.7
533,32781,22-08-2024,DELIVERED,698.42
534,25120,22-01-2025,DELIVERED,533.45
535,24987,11-06-2023,PROCESSING,94.44
536,53252,31-10-2024,SHIPPED,3276.26
537,5342,26-02-2023,PROCESSING,411.67
538,76624,29-04-2023,SHIPPED,489.95
539,31731,02-05-2024,SHIPPED,15.88
540,56034,19-07-2024,PROCESSING,516.04
541,99013,12-01-2023,DELIVERED,1177.75
542,60511,30-01-2025,DELIVERED,781.92
543,20082,17-04-2025,SHIPPED,1191.64
544,33444,29-03-2025,DELIVERED,1939.09
545,71031,25-04-2025,DELIVERED,203.88
546,62704,21-01-2024,DELIVERED,2375.5
547,45503,04-08-2023,DELIVERED,2861.09
548,30749,23-11-2025,SHIPPED,6847.17
549,21334,15-05-2024,DELIVERED,592.19
550,5416,13-01-2024,DELIVERED,164.46
551,22352,15-05-2025,PENDING,2895.1
552,99865,27-09-2023,DELIVERED,298.87
553,20350,24-02-2025,DELIVERED,5152.28
554,64767,04-09-2025,DELIVERED,2284.17
555,71028,18-01-2025,CANCELLED,66.47
556,85517,02-05-2024,DELIVERED,389.79
557,3277,21-11-2025,DELIVERED,1963.73
558,12930,18-10-2023,SHIPPED,562.22
559,96293,26-07-2025,PROCESSING,1339.74
560,80359,04-11-2025,PROCESSING,199.53
561,63105,25-08-2025,DELIVERED,874.9
562,82828,28-06-2023,SHIPPED,2505.65
563,37456,06-01-2023,PENDING,1312.53
564,49541,02-04-2023,DELIVERED,229.25
565,92526,17-11-2023,DELIVERED,2043.03
566,73117,19-08-2023,PENDING,1357.12
567,67297,24-04-2025,RETURNED,3602.71
568,34039,15-02-2024,PROCESSING,2498.4
569,86892,04-06-2025,DELIVERED,1802.67
570,9835,05-10-2024,CANCELLED,850.98
571,32025,06-06-2025,SHIPPED,1760.22
572,65433,08-07-2024,DELIVERED,5254.79
573,10391,08-04-2023,RETURNED,89.54
574,81837,01-11-2024,SHIPPED,3018.67
575,21803,20-11-2024,DELIVERED,1223.66
576,74545,22-05-2024,SHIPPED,1023.57
577,969,08-04-2024,RETURNED,2286.09
578,15958,06-09-2023,PROCESSING,462.98
579,56214,10-04-2025,RETURNED,3695.49
580,9366,07-02-2023,DELIVERED,496.31
581,93527,17-02-2023,RETURNED,98.14
582,57445,03-02-2025,DELIVERED,979.56
583,62946,04-07-2025,PROCESSING,1324.45
584,81357,12-01-2023,DELIVERED,75.99
585,20783,03-06-2024,PENDING,2132.85
586,83050,30-09-2024,DELIVERED,82.81
587,37627,11-12-2023,DELIVERED,640.4
588,19433,09-06-2024,PROCESSING,892.07
589,62948,30-09-2025,DELIVERED,77.48
590,2287,19-02-2024,DELIVERED,3002.1
591,63361,19-11-2023,PROCESSING,2695.68
592,27229,29-09-2025,DELIVERED,616.97
593,77957,19-01-2024,CANCELLED,2098.13
594,87893,11-10-2023,PROCESSING,741.3
595,47350,22-10-2023,CANCELLED,18.54
596,14223,03-02-2024,RETURNED,581.91
597,55187,02-05-2025,PENDING,3302.48
598,64677,08-05-2025,PENDING,286.54
